team,scenario,elimination_date
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,2019-02-23
JHU,0,2019-02-09
JHU,0,2019-02-23
JHU,0,2019-02-09
JHU,0,2019-02-09
JHU,0,2019-02-09
JHU,0,2019-03-09
JHU,0,2019-02-16
JHU,0,2019-02-23
JHU,0,2019-02-09
JHU,0,2019-03-02
JHU,0,2019-02-09
JHU,0,2019-02-09
JHU,0,2019-02-09
JHU,0,2019-02-09
JHU,0,2019-02-09
JHU,0,2019-02-09
JHU,0,2020-08-01
JHU,0,2019-02-09
JHU,0,2019-03-02
JHU,0,2019-02-09
JHU,0,2019-06-08
JHU,0,2019-02-16
JHU,0,2019-02-09
JHU,0,2019-02-09
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,2023-10-21
JHU,0,2023-08-05
JHU,0,NA
JHU,0,2025-02-01
JHU,0,NA
JHU,0,2024-03-30
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
JHU,0,NA
