team,scenario,saturday_date,obs_cases_med,obs_cases_low,obs_cases_hi,true_inf_med,true_inf_low,true_inf_hi,population_size,vacc_med,vacc_low,vacc_hi
JHU,1,2012-03-10,851,298.625,2084.4374999999995,2860.25,701.125,7458.6374999999825,11141584.5,NA,NA,NA
JHU,1,2012-03-17,793.5,319.32500000000005,1972.4624999999999,2592.25,668.8125,7438.349999999968,11144767.5,NA,NA,NA
JHU,1,2012-03-24,766.75,264.6375,1819.2749999999987,2548.5,650.575,7646.3624999999665,11147951.5,NA,NA,NA
JHU,1,2012-03-31,779.75,291.9,1884.0124999999996,2582.75,640.0625,7960.9249999999665,11151121.5,NA,NA,NA
JHU,1,2012-04-07,794.5,260.4125,1974.6124999999995,2673.5,620.05,8463.924999999965,11154310.75,NA,NA,NA
JHU,1,2012-04-14,856,286.3625,2011.3999999999992,2859.25,674.1125000000001,9025.024999999958,11157501.5,NA,NA,NA
JHU,1,2012-04-21,892,275.83750000000003,2123.0749999999985,3088.5,729.8125,9433.424999999972,11160677,NA,NA,NA
JHU,1,2012-04-28,1002.75,320.9875,2123.5374999999985,3420.5,739.0875,9799.73749999999,11163864.5,NA,NA,NA
JHU,1,2012-05-05,1119.75,282.71250000000003,2167.5249999999987,3835,794.75,10099.262499999999,11167046.25,NA,NA,NA
JHU,1,2012-05-12,1237.25,315.5625,2320.9749999999985,4218,868.95,11282.112499999992,11170242,NA,NA,NA
JHU,1,2012-05-19,1351.75,364.325,2623.699999999999,4616.5,927.6375,13060.487499999997,11173432,NA,NA,NA
JHU,1,2012-05-26,1492,446.05,2745.5124999999975,4987.5,1088.625,14759.3125,11176616.5,NA,NA,NA
JHU,1,2012-06-02,1602.25,444.1625,2780.337499999999,5458,1213.3500000000001,15891.149999999992,11179801.5,NA,NA,NA
JHU,1,2012-06-09,1687.25,488.26250000000005,3094.5499999999997,5657.5,1223.4,16565.04999999999,11182988,NA,NA,NA
JHU,1,2012-06-16,1638.25,489.37500000000006,3112.524999999997,5760.75,1138.1875,16648.512499999983,11186178.25,NA,NA,NA
JHU,1,2012-06-23,1638.75,513.325,2787.2,5724.75,1101.65,16157.562499999982,11189384,NA,NA,NA
JHU,1,2012-06-30,1591.5,462.98750000000007,2670.162499999999,5597.5,1055.8125,15206.249999999985,11192588.25,NA,NA,NA
JHU,1,2012-07-07,1505.75,414.0375,2542.337499999997,5115.25,1024.0125,13939.549999999987,11195788.25,NA,NA,NA
JHU,1,2012-07-14,1440.25,458.27500000000003,2321.187499999998,4785.75,974.8875,12684.174999999992,11198978.25,NA,NA,NA
JHU,1,2012-07-21,1338.75,382.7625,2250.7874999999995,4473,961.4625,11840.887499999988,11202162,NA,NA,NA
JHU,1,2012-07-28,1269.25,360.46250000000003,2156.8875,4275,882.7249999999999,11534.312499999987,11205371,NA,NA,NA
JHU,1,2012-08-04,1213,279.3875,2216.9249999999993,3989.25,795.9,11457.262499999992,11208564.5,NA,NA,NA
JHU,1,2012-08-11,1181.25,279.1,2041.2374999999993,3800.25,760.125,11560.425,11211773.5,NA,NA,NA
JHU,1,2012-08-18,1148.75,268.8875,2065.6875,3788.75,741.35,11449.312499999995,11214963,NA,NA,NA
JHU,1,2012-08-25,1184,273.3625,1990.4624999999992,3832.25,742.8125,11752.612499999994,11218165.75,NA,NA,NA
JHU,1,2012-09-01,1251.25,261.7375,2010.0624999999986,4091.25,780.2375000000001,12735.587499999994,11221360.5,NA,NA,NA
JHU,1,2012-09-08,1316,327.9375,2247.0874999999996,4353,817.6375,14054.337499999994,11224565.75,NA,NA,NA
JHU,1,2012-09-15,1417.25,288.275,2119.137499999997,4862.25,878.1375,16032.387499999995,11227765.5,NA,NA,NA
JHU,1,2012-09-22,1510.75,302.35,2406.5874999999996,5251.75,933.35,18005.837499999983,11230958.25,NA,NA,NA
JHU,1,2012-09-29,1672.5,375.47499999999997,2481.874999999999,5916.25,952.3125,19844.38749999997,11234169,NA,NA,NA
JHU,1,2012-10-06,1886.25,372.3,2869.437499999998,6477.25,885.4375,21539.149999999958,11237381.25,NA,NA,NA
JHU,1,2012-10-13,1979.5,506.07500000000005,3033.6874999999995,6773.75,943.1875,22679.562499999945,11240591.75,NA,NA,NA
JHU,1,2012-10-20,2127.75,459.52500000000003,3325.45,7158.75,993.9750000000001,23573.237499999945,11243807.75,NA,NA,NA
JHU,1,2012-10-27,2282,527.7875,3525.9375,7407.5,1055.1375,24830.674999999967,11247009.25,NA,NA,NA
JHU,1,2012-11-03,2337,490.375,3405.6624999999995,7631.5,1096.4875,25833.937499999978,11250215,NA,NA,NA
JHU,1,2012-11-10,2270.5,513.125,3652.5125,7878,1060.5,24713.337499999954,11253433.25,NA,NA,NA
JHU,1,2012-11-17,2307.5,516.775,3644.9249999999993,7615.25,1064.5625,23333.312499999953,11256649,NA,NA,NA
JHU,1,2012-11-24,2220,440.08750000000003,3447.999999999999,7335,1169.4,22388.399999999972,11259851.75,NA,NA,NA
JHU,1,2012-12-01,2125,483.4375,3465.5999999999995,7093,1101.4,21997.75,11263067.25,NA,NA,NA
JHU,1,2012-12-08,2019.5,445.6125,3184.6874999999977,6797.5,1051.75,20530.13749999999,11266298.75,NA,NA,NA
JHU,1,2012-12-15,1840,372.2375,2932.8874999999985,6443,942.65,18847.19999999999,11269497.5,NA,NA,NA
JHU,1,2012-12-22,1704.5,434.875,2640.2749999999996,5852,838.6500000000001,17293.312499999996,11272721.75,NA,NA,NA
JHU,1,2012-12-29,1547.25,370.1875,2383.6124999999984,5312.5,760.025,16107.374999999998,11275934.5,NA,NA,NA
JHU,1,2013-01-05,1418.25,335.95000000000005,2180.4874999999997,4860,671.1750000000001,14973.637499999995,11279150.25,NA,NA,NA
JHU,1,2013-01-12,1257.5,286.3125,2119.7875,4457.25,603.5375,13678.362499999992,11282372.25,NA,NA,NA
JHU,1,2013-01-19,1111.75,298.3625,1762.9874999999997,4014.5,518.8625,12120.837499999994,11285581.25,NA,NA,NA
JHU,1,2013-01-26,1000,265.6875,1732.2499999999998,3625.25,433.15000000000003,10790.362499999987,11288807.25,NA,NA,NA
JHU,1,2013-02-02,888.5,245.925,1509.7875,3256.5,366.875,9363.949999999988,11292037.25,NA,NA,NA
JHU,1,2013-02-09,803,231.95000000000002,1372.5249999999996,2952,316.2875,8169.499999999992,11295261.25,NA,NA,NA
JHU,1,2013-02-16,711.25,180.14999999999998,1217.9749999999997,2684.25,293.3,7023.287499999995,11298484.25,NA,NA,NA
JHU,1,2013-02-23,647.75,166.3375,1093.1374999999998,2440.25,278.38750000000005,6116.9125,11301705,NA,NA,NA
JHU,1,2013-03-02,610.5,137.65,921.375,2226.75,222.525,5481.0999999999985,11304947.75,NA,NA,NA
JHU,1,2013-03-09,554.25,123.025,884.9375,2041.25,201.32500000000002,5563.337499999994,11308172.75,NA,NA,NA
JHU,1,2013-03-16,526,112.3375,798.0749999999998,1889,179.72500000000002,5735.2374999999865,11311401.75,NA,NA,NA
JHU,1,2013-03-23,516.75,116.9,859.0249999999999,1836.5,179.175,5955.324999999979,11314631,NA,NA,NA
JHU,1,2013-03-30,531,99.3625,831.6499999999996,1918.75,167.27500000000003,6315.312499999976,11317842.75,NA,NA,NA
JHU,1,2013-04-06,529.5,98.3375,932.5999999999997,1985.75,177.10000000000002,6675.824999999976,11321083.5,NA,NA,NA
JHU,1,2013-04-13,597.5,99.9125,1019.9249999999995,2070.5,185.16250000000002,7004.874999999976,11324324.75,NA,NA,NA
JHU,1,2013-04-20,626.5,103.0625,1079.162499999999,2257,196.45000000000002,7323.387499999986,11327551.5,NA,NA,NA
JHU,1,2013-04-27,699,101.45,1109.4749999999997,2484.25,231.01250000000002,7621.924999999998,11330791.5,NA,NA,NA
JHU,1,2013-05-04,775.5,152.97500000000002,1177.675,2849,278.625,7380.437499999988,11334025.5,NA,NA,NA
JHU,1,2013-05-11,884.75,138.1625,1306.9249999999995,3128.25,248.175,8353.862499999997,11337264.25,NA,NA,NA
JHU,1,2013-05-18,991.75,194.27500000000003,1614.6249999999995,3623.75,238.38750000000002,9419.112499999996,11340503.25,NA,NA,NA
JHU,1,2013-05-25,1078.5,161.95,1732.6374999999998,4055.5,211.5375,10736.5625,11343735,NA,NA,NA
JHU,1,2013-06-01,1160.5,195.25,1804.3499999999979,4323,204.18750000000003,11687.249999999996,11346974.25,NA,NA,NA
JHU,1,2013-06-08,1197.25,176.025,1894.9874999999986,4563,195.63750000000002,12316.862499999992,11350211,NA,NA,NA
JHU,1,2013-06-15,1242.25,135.53750000000002,1943.0624999999989,4625.75,188.47500000000002,12495.99999999999,11353445.5,NA,NA,NA
JHU,1,2013-06-22,1229.5,157.775,2055.525,4655.25,177.125,12651.799999999997,11356688.25,NA,NA,NA
JHU,1,2013-06-29,1175.25,132.28750000000002,1886.3249999999994,4537.75,166.8625,12518.462499999992,11359929.5,NA,NA,NA
JHU,1,2013-07-06,1146.25,142.45,1809.8874999999978,4295.5,166.0375,12544.487499999996,11363167.25,NA,NA,NA
JHU,1,2013-07-13,1091.25,123.925,1784.0749999999996,4168,155.2125,12230.274999999998,11366413.75,NA,NA,NA
JHU,1,2013-07-20,1019.5,131.75,1652.974999999999,3810.75,146.7125,11866.662499999999,11369647.5,NA,NA,NA
JHU,1,2013-07-27,976.25,134.9375,1590.9374999999998,3635.75,150.0875,11171.124999999998,11372899,NA,NA,NA
JHU,1,2013-08-03,937.25,147.925,1485.8374999999996,3400.25,153.70000000000002,10902.675,11376136.5,NA,NA,NA
JHU,1,2013-08-10,909,154.1875,1552.6,3322.75,155.3375,10777.099999999997,11379393,NA,NA,NA
JHU,1,2013-08-17,898,153.91250000000002,1476.7999999999993,3292.25,185.925,10950.312499999993,11382633.25,NA,NA,NA
JHU,1,2013-08-24,918.25,144.65,1487.8499999999995,3304.75,193.47500000000002,11559.624999999993,11385879,NA,NA,NA
JHU,1,2013-08-31,947,130.0375,1453,3438.5,197.7,12468.962499999996,11389137.75,NA,NA,NA
JHU,1,2013-09-07,1044.25,182.28750000000002,1559.2374999999997,3695.25,203.95000000000002,13390.012499999983,11392387.75,NA,NA,NA
JHU,1,2013-09-14,1133,183.13750000000002,1627.4624999999992,4022.25,220.15000000000003,14497.987499999965,11395637.5,NA,NA,NA
JHU,1,2013-09-21,1257.25,165.1875,1955.6374999999991,4313,216.6875,15809.499999999949,11398887.75,NA,NA,NA
JHU,1,2013-09-28,1383.25,186.13750000000002,2144.5374999999995,4915.25,221.95000000000002,17590.199999999946,11402147.75,NA,NA,NA
JHU,1,2013-10-05,1503.75,177.6875,2350.4874999999997,5406,231.1125,19598.224999999948,11405411.25,NA,NA,NA
JHU,1,2013-10-12,1664.25,197.4875,2486.3500000000004,5828.75,251.70000000000002,21189.53749999995,11408663.75,NA,NA,NA
JHU,1,2013-10-19,1790,175.625,2624.549999999999,6367.75,244.30000000000004,22204.699999999953,11411913.75,NA,NA,NA
JHU,1,2013-10-26,1868.75,239.63750000000002,2883.262499999997,6709.75,250.97500000000002,22454.22499999995,11415178.5,NA,NA,NA
JHU,1,2013-11-02,1929,215.325,3057.4749999999995,6815,263.075,22505.187499999956,11418442.5,NA,NA,NA
JHU,1,2013-11-09,1920.25,204.225,2888.1249999999995,6994,286.13750000000005,23775.312499999996,11421705.25,NA,NA,NA
JHU,1,2013-11-16,1899.75,264.77500000000003,3050.074999999999,7022.5,325.92500000000007,23165.71249999996,11424961.5,NA,NA,NA
JHU,1,2013-11-23,1924,236.75000000000003,2784.562499999999,6788,352.65000000000003,21939.43749999995,11428206,NA,NA,NA
JHU,1,2013-11-30,1792.75,245.4875,2749.1749999999997,6411.25,340.21250000000003,19991.76249999998,11431472,NA,NA,NA
JHU,1,2013-12-07,1730,282.65000000000003,2662.7499999999964,6099.5,317.8375000000001,17614.11249999999,11434734,NA,NA,NA
JHU,1,2013-12-14,1587.75,266.1,2441.024999999999,5591.25,322.56250000000006,16091.137499999983,11438009.75,NA,NA,NA
JHU,1,2013-12-21,1475,178.3625,2255.3624999999993,5083.25,302.625,14658.137499999979,11441274.75,NA,NA,NA
JHU,1,2013-12-28,1299.75,145.325,2193.5749999999994,4743.25,256.6625,13780.912499999984,11444540.25,NA,NA,NA
JHU,1,2014-01-04,1213.25,185.2875,1923.249999999999,4315,203.10000000000002,12916.53749999999,11447813.75,NA,NA,NA
JHU,1,2014-01-11,1080.5,146.72500000000002,1706.3249999999996,4027.25,168.47500000000002,12062.124999999996,11451092.25,NA,NA,NA
JHU,1,2014-01-18,991.25,84.375,1641.7499999999995,3635,148.3,10421.937499999987,11454355.75,NA,NA,NA
JHU,1,2014-01-25,863.25,94.6625,1472.9874999999993,3309.25,137.26250000000002,9247.512499999986,11457615,NA,NA,NA
JHU,1,2014-02-01,812.75,72.53750000000001,1305.599999999999,3059.75,123.11250000000001,8183.362499999988,11460892.75,NA,NA,NA
JHU,1,2014-02-08,710.75,60.4625,1165.375,2785.5,111.15,7231.549999999996,11464156.75,NA,NA,NA
JHU,1,2014-02-15,644.75,68.85000000000001,1096.0874999999996,2539.25,109.38750000000002,6338.5374999999995,11467419.75,NA,NA,NA
JHU,1,2014-02-22,579.75,87.73750000000001,901.2749999999997,2292.5,95.67500000000001,5366.137499999996,11470685.5,NA,NA,NA
JHU,1,2014-03-01,530.5,72.66250000000001,865.8249999999994,2059,98.4,4806.05,11473958.75,NA,NA,NA
JHU,1,2014-03-08,498.25,66.86250000000001,793.8874999999997,1909.75,91.05000000000001,4726.312499999996,11477241.25,NA,NA,NA
JHU,1,2014-03-15,492.5,86.01250000000002,737.6749999999996,1810.75,106.51250000000002,4825.299999999989,11480511.25,NA,NA,NA
JHU,1,2014-03-22,468.5,75.775,751.6374999999998,1730,104.13750000000002,5019.424999999983,11483794.5,NA,NA,NA
JHU,1,2014-03-29,469.25,51.25000000000001,740.3499999999999,1706,97.42500000000001,5354.62499999998,11487050.5,NA,NA,NA
JHU,1,2014-04-05,494.75,84.01250000000002,797.1125,1745.75,93.03750000000002,5630.749999999978,11490328,NA,NA,NA
JHU,1,2014-04-12,506,64.78750000000001,845.2749999999991,1870,94.95000000000002,5945.937499999982,11493636.5,NA,NA,NA
JHU,1,2014-04-19,565.75,74.075,912.3624999999997,2028,102.88750000000002,6258.687499999988,11496900.75,NA,NA,NA
JHU,1,2014-04-26,621.75,65.825,990.7249999999996,2263,106.56250000000001,6510.374999999998,11500186.75,NA,NA,NA
JHU,1,2014-05-03,695,67.73750000000001,1040.675,2570.5,104.93750000000001,6385.149999999992,11503471.5,NA,NA,NA
JHU,1,2014-05-10,785.5,69.825,1107.7749999999999,2844,89.18750000000001,7201.887499999997,11506756.5,NA,NA,NA
JHU,1,2014-05-17,880.5,47.712500000000006,1302.5249999999999,3205.75,82.08750000000002,8311.912499999995,11510035.5,NA,NA,NA
JHU,1,2014-05-24,977.5,59.78750000000001,1478.7249999999985,3620.25,72.18750000000001,9430.537499999999,11513320.25,NA,NA,NA
JHU,1,2014-05-31,1022.75,45.737500000000004,1648.4624999999987,3804.75,68.7125,10374.349999999997,11516623,NA,NA,NA
JHU,1,2014-06-07,1105.25,64.15,1683.3124999999986,4037,70.2125,11105.912499999999,11519897.25,NA,NA,NA
JHU,1,2014-06-14,1139,37.462500000000006,1865.1999999999991,4162.5,63.125000000000014,11706.212499999994,11523187.25,NA,NA,NA
JHU,1,2014-06-21,1148.25,28.3125,1852.05,4231.25,63.65000000000001,12418.149999999998,11526485.5,NA,NA,NA
JHU,1,2014-06-28,1078.5,41.62500000000001,1922.75,4134.75,60.45000000000001,12477.762499999997,11529775,NA,NA,NA
JHU,1,2014-07-05,1061.5,23.325000000000003,1772.8624999999993,3982.5,58.32500000000001,12256.83749999999,11533071.75,NA,NA,NA
JHU,1,2014-07-12,1021.5,44.0375,1583.4124999999995,3883,57.76250000000001,11723.249999999993,11536364,NA,NA,NA
JHU,1,2014-07-19,958.75,27.487500000000004,1600.7749999999999,3719.75,55.06250000000001,10961.562499999995,11539662.75,NA,NA,NA
JHU,1,2014-07-26,892.75,38.95,1553.2124999999976,3443.75,57.27500000000001,10416.437499999998,11542963,NA,NA,NA
JHU,1,2014-08-02,876,47.70000000000001,1486.8874999999994,3262.25,46.37500000000001,9891.312499999995,11546259.25,NA,NA,NA
JHU,1,2014-08-09,840.25,32.587500000000006,1443.75,3061,43.31250000000001,9744.274999999992,11549546.5,NA,NA,NA
JHU,1,2014-08-16,833.5,31.762500000000006,1396.4624999999992,3038.75,47.43750000000001,9898.887499999988,11552847,NA,NA,NA
JHU,1,2014-08-23,851.75,33.41250000000001,1435.2999999999997,3078,67.65000000000002,10304.874999999984,11556135.75,NA,NA,NA
JHU,1,2014-08-30,884.25,36.30000000000001,1488.6249999999993,3230.5,73.01250000000002,11206.499999999978,11559437,NA,NA,NA
JHU,1,2014-09-06,967.75,36.712500000000006,1427.2625,3458.5,67.65000000000002,12557.974999999984,11562745.75,NA,NA,NA
JHU,1,2014-09-13,1066.25,48.26250000000001,1563.5124999999991,3791.25,59.40000000000001,14231.4125,11566037.75,NA,NA,NA
JHU,1,2014-09-20,1144.25,45.78750000000001,1838.5124999999982,4159.25,55.27500000000001,15494.062499999982,11569340,NA,NA,NA
JHU,1,2014-09-27,1266.75,44.13750000000001,2028.8124999999975,4684,55.687500000000014,16908.74999999996,11572649.75,NA,NA,NA
JHU,1,2014-10-04,1411,47.85000000000001,2337.1499999999974,5278.75,45.37500000000001,18198.962499999947,11575954,NA,NA,NA
JHU,1,2014-10-11,1556.5,45.37500000000001,2429.8999999999996,5792.75,56.92500000000001,19454.324999999943,11579255.75,NA,NA,NA
JHU,1,2014-10-18,1619.25,42.48750000000001,2591.3374999999996,6402.75,55.687500000000014,20558.624999999945,11582553.75,NA,NA,NA
JHU,1,2014-10-25,1743.75,39.18750000000001,2618.974999999998,6680.5,52.80000000000001,21090.399999999947,11585862.5,NA,NA,NA
JHU,1,2014-11-01,1805.5,49.08750000000001,2699.95,6816.75,54.45000000000001,20865.68749999994,11589164.25,NA,NA,NA
JHU,1,2014-11-08,1854.75,31.35000000000001,2725.4375,6854,56.10000000000001,21377.924999999967,11592489.25,NA,NA,NA
JHU,1,2014-11-15,1832,63.937500000000014,2652.8499999999976,6723,56.92500000000001,22060.337499999998,11595783.25,NA,NA,NA
JHU,1,2014-11-22,1830.25,49.500000000000014,2752.6249999999973,6482.25,61.46250000000001,20934.79999999998,11599100,NA,NA,NA
